COMMAND: /home/lixiang/envs/lx_pytorch/bin/python module_ablation.py --source_root /home/lixiang/lx/Data/晴天 --target_root /home/lixiang/lx/Data/雨天 --ablation_mode with_tensor_no_ot --num_iterations 5 --epochs 100 --batch_size 32 --target_label_ratio 0.35 --target_cls_weight 0.5 --report_strategy last_window --report_window 10
CWD: /home/lixiang/lx/JMDA/Ablation
================================================================================
================================================================================
模块消融实验 - with_tensor_without_ot
目标域天气: 雨天
训练开始时间: 2026-07-17 19:23:10
设备: cuda
源域: /home/lixiang/lx/Data/晴天
目标域: /home/lixiang/lx/Data/雨天
批次大小: 32
总轮数: 100
迭代次数: 5
使用Tensor模块: 是
使用OT模块: 否
特征融合方式: Tensor对齐
域对齐方式: 常规对抗
目标标签比例/权重: 0.34/0.55
Tensor/Adv损失权重: 0.04/0.05
学习率: feature=8e-06, other=0.00022, weight_decay=0.0004
报告策略: last_window, 窗口: 10
================================================================================

================================================================================
迭代 1/5
随机种子: 42
================================================================================
Training mode: unpaired target adaptation with controlled target-label loss (ratio=0.34, weight=0.55).
Fixed labeled target subset: 33/96 samples.
/home/lixiang/envs/lx_pytorch/lib/python3.11/site-packages/torch/cuda/__init__.py:235: UserWarning: 
NVIDIA GeForce RTX 5090 with CUDA capability sm_120 is not compatible with the current PyTorch installation.
The current PyTorch install supports CUDA capabilities sm_50 sm_60 sm_61 sm_70 sm_75 sm_80 sm_86 sm_89 sm_90 compute_90.
If you want to use the NVIDIA GeForce RTX 5090 GPU with PyTorch, please check the instructions at https://pytorch.org/get-started/locally/

  warnings.warn(
INFO:Tensor:参数初始化完成：正交初始化
Feature fusion: Tensor alignment (512+512 -> 128+128); fused_dim=256
Domain adaptation: standard source-target adversarial training, no generator
Loss weights: tensor=0.04, adv=0.05
Epoch [1/100] | Loss: 4.7189 (Cls: 4.6590, TAL: 0.1930, Adv: 1.0436) | Train Acc: 0.1042 | Val Acc: 0.2308 | Val P/R/F1 (Macro): 0.1923/0.2750/0.2204 | LR: 0.000008
  >>> New Best Val Acc: 0.2308
Epoch [2/100] | Loss: 3.8118 (Cls: 3.7680, TAL: 0.2473, Adv: 0.6785) | Train Acc: 0.1458 | Val Acc: 0.2308 | Val P/R/F1 (Macro): 0.1136/0.2167/0.1327 | LR: 0.000008
Epoch [3/100] | Loss: 3.4367 (Cls: 3.4040, TAL: 0.1365, Adv: 0.5445) | Train Acc: 0.1771 | Val Acc: 0.1923 | Val P/R/F1 (Macro): 0.0321/0.1667/0.0538 | LR: 0.000008
Epoch [4/100] | Loss: 3.2740 (Cls: 3.2489, TAL: 0.0920, Adv: 0.4270) | Train Acc: 0.2500 | Val Acc: 0.1923 | Val P/R/F1 (Macro): 0.0321/0.1667/0.0538 | LR: 0.000008
Epoch [5/100] | Loss: 3.2088 (Cls: 3.1894, TAL: 0.0779, Adv: 0.3257) | Train Acc: 0.3438 | Val Acc: 0.3462 | Val P/R/F1 (Macro): 0.3712/0.2917/0.2395 | LR: 0.000008
  >>> New Best Val Acc: 0.3462
Epoch [6/100] | Loss: 3.0042 (Cls: 2.9851, TAL: 0.1630, Adv: 0.2518) | Train Acc: 0.3021 | Val Acc: 0.5000 | Val P/R/F1 (Macro): 0.3796/0.4167/0.3502 | LR: 0.000008
  >>> New Best Val Acc: 0.5000
Epoch [7/100] | Loss: 2.5775 (Cls: 2.5624, TAL: 0.1323, Adv: 0.1963) | Train Acc: 0.4688 | Val Acc: 0.4615 | Val P/R/F1 (Macro): 0.3772/0.3750/0.3234 | LR: 0.000008
Epoch [8/100] | Loss: 2.5579 (Cls: 2.5443, TAL: 0.1402, Adv: 0.1595) | Train Acc: 0.4688 | Val Acc: 0.5385 | Val P/R/F1 (Macro): 0.5490/0.5000/0.4646 | LR: 0.000008
  >>> New Best Val Acc: 0.5385
Epoch [9/100] | Loss: 2.5481 (Cls: 2.5377, TAL: 0.1075, Adv: 0.1226) | Train Acc: 0.4375 | Val Acc: 0.5385 | Val P/R/F1 (Macro): 0.4389/0.5000/0.4359 | LR: 0.000008
Epoch [10/100] | Loss: 2.4220 (Cls: 2.4104, TAL: 0.1341, Adv: 0.1255) | Train Acc: 0.4583 | Val Acc: 0.4615 | Val P/R/F1 (Macro): 0.5130/0.4167/0.3973 | LR: 0.000008
Epoch [11/100] | Loss: 2.3757 (Cls: 2.3704, TAL: 0.0194, Adv: 0.0898) | Train Acc: 0.4792 | Val Acc: 0.5769 | Val P/R/F1 (Macro): 0.7188/0.5333/0.5238 | LR: 0.000008
  >>> New Best Val Acc: 0.5769
Epoch [12/100] | Loss: 2.3215 (Cls: 2.3141, TAL: 0.0971, Adv: 0.0693) | Train Acc: 0.4271 | Val Acc: 0.7308 | Val P/R/F1 (Macro): 0.6466/0.6917/0.6291 | LR: 0.000008
  >>> New Best Val Acc: 0.7308
Epoch [13/100] | Loss: 2.0477 (Cls: 2.0414, TAL: 0.0832, Adv: 0.0595) | Train Acc: 0.6771 | Val Acc: 0.7308 | Val P/R/F1 (Macro): 0.6799/0.6417/0.6218 | LR: 0.000008
Epoch [14/100] | Loss: 2.0249 (Cls: 2.0154, TAL: 0.1610, Adv: 0.0603) | Train Acc: 0.6146 | Val Acc: 0.7308 | Val P/R/F1 (Macro): 0.6905/0.6417/0.6295 | LR: 0.000008
Epoch [15/100] | Loss: 1.9591 (Cls: 1.9523, TAL: 0.1185, Adv: 0.0412) | Train Acc: 0.6562 | Val Acc: 0.7308 | Val P/R/F1 (Macro): 0.6905/0.6417/0.6295 | LR: 0.000008
Epoch [16/100] | Loss: 2.1128 (Cls: 2.1060, TAL: 0.1183, Adv: 0.0412) | Train Acc: 0.5625 | Val Acc: 0.8462 | Val P/R/F1 (Macro): 0.9167/0.8667/0.8333 | LR: 0.000008
  >>> New Best Val Acc: 0.8462
Epoch [17/100] | Loss: 2.0417 (Cls: 2.0380, TAL: 0.0447, Adv: 0.0365) | Train Acc: 0.6250 | Val Acc: 0.6923 | Val P/R/F1 (Macro): 0.8426/0.7208/0.6917 | LR: 0.000008
Epoch [18/100] | Loss: 2.0876 (Cls: 2.0866, TAL: -0.0088, Adv: 0.0270) | Train Acc: 0.5729 | Val Acc: 0.7308 | Val P/R/F1 (Macro): 0.8611/0.7042/0.7199 | LR: 0.000008
Epoch [19/100] | Loss: 1.9399 (Cls: 1.9351, TAL: 0.0875, Adv: 0.0250) | Train Acc: 0.5833 | Val Acc: 0.6923 | Val P/R/F1 (Macro): 0.8535/0.6833/0.6958 | LR: 0.000008
Epoch [20/100] | Loss: 1.8235 (Cls: 1.8217, TAL: 0.0191, Adv: 0.0216) | Train Acc: 0.6667 | Val Acc: 0.6923 | Val P/R/F1 (Macro): 0.7708/0.7208/0.6731 | LR: 0.000008
Epoch [21/100] | Loss: 1.8481 (Cls: 1.8462, TAL: 0.0165, Adv: 0.0250) | Train Acc: 0.7083 | Val Acc: 0.6538 | Val P/R/F1 (Macro): 0.7431/0.6375/0.6009 | LR: 0.000008
Epoch [22/100] | Loss: 1.7495 (Cls: 1.7471, TAL: 0.0433, Adv: 0.0133) | Train Acc: 0.6667 | Val Acc: 0.6154 | Val P/R/F1 (Macro): 0.5675/0.5542/0.4828 | LR: 0.000008
Epoch [23/100] | Loss: 1.7305 (Cls: 1.7266, TAL: 0.0800, Adv: 0.0151) | Train Acc: 0.7083 | Val Acc: 0.7692 | Val P/R/F1 (Macro): 0.6542/0.7250/0.6553 | LR: 0.000008
Epoch [24/100] | Loss: 1.4781 (Cls: 1.4735, TAL: 0.0918, Adv: 0.0180) | Train Acc: 0.8125 | Val Acc: 0.8077 | Val P/R/F1 (Macro): 0.6819/0.7458/0.6902 | LR: 0.000008
Epoch [25/100] | Loss: 1.6645 (Cls: 1.6567, TAL: 0.1805, Adv: 0.0114) | Train Acc: 0.7500 | Val Acc: 0.8077 | Val P/R/F1 (Macro): 0.7153/0.7458/0.7088 | LR: 0.000008
